EDITION;ID;PERSON;TITLE;INTERNATIONAL TITLES;DIRECTOR/S;MAIN PRODUCTION COUNTRY;CO-PRODUCTION COUNTRY/IES;SECTION;PRIZE;NOTE
1964;;;"	LETITIA";;Stig Björkman;Sweden;;Programme Principal – Courts métrages en compétition;Vela d’argento (Short Film Competion);
1964;;;BOTAN ;Le bouton;Yoji Kuri;Japan;;Programme Principal – Courts métrages en compétition;Special mention;
1964;;;HET FEEST ;La fête;Paul Verhoeven ;Netherlands;;Programme Principal – Courts métrages en compétition;Special mention;
1964;;;BEGEGNUNGEN ;;Hans Trommer;Switzerland;;Programme Principal – Courts métrages en compétition;Special mention;
1963;;;TRANSPORT Z RAJE ;Transport du paradis;Zbnek Brynych;Czech Republic;;Programme Principal – Longs métrages en compétition;Vela d’oro;
1963;;; I BASILISCHI ;;"	Lina Wertmüller ";Italy;;Programme Principal – Longs métrages en compétition;Vela d’argento ;
1963;;;"	HITLER…CONNAIS PAS ";;Bertrand Blier;France;;Programme Principal – Longs métrages en compétition;Vela d’argento ;
1963;;;"	HALLELUJAH THE HILLS";;Adolfas Mekas ;USA;;Programme Principal Les Films de la Retrospettiva 40 ans de Festival à Locarno;Vela d’argento ;
1963;;;L’ARBIVADE;;Jacqueline Grigaut-Lefèvre, Olivier Gendebien, Denys Colomb de Daunant;France;;Programme Principal – Courts métrages en compétition;Vela d’oro (Short Film Competion);
1963;;;"	LES BUCHERONS DE LA MANOUANE ";; Arthur Lamothe;Canada;;Programme Principal – Courts métrages en compétition;Vela d’argento (Short Film Competion);
1963;;;"	AUTOMANIA";;John Halas;United Kingdom;;Programme Principal – Courts métrages en compétition;Special mention;
1963;;;"	LES JOJOS";; Jean Dasque;France;;Programme Principal – Courts métrages en compétition;Special mention;
1962;;;"	UN COEUR GROS COMME ÇA";;François Reichenbach;France;;Programme Principal – Longs métrages en compétition;Vela d’oro;
1962;;;"	ANNI RUGGENTI";;Luigi Zampa;Italy;;Programme Principal – Longs métrages en compétition;Vela d’argento ;
1962;;;"	BARON PRÁSIL";Il Barone di Munchhausen;Karel Zeman ;Czech Republic;;Programme Principal – Longs métrages en compétition;Vela d’argento ;
1962;;;"	WAR HUNT";;Denis Sanders;USA;;Programme Principal – Longs métrages en compétition;Vela d’argento ;
1962;;;"	REACH PER GLORY";;Philip Leacock;United Kingdom;;Programme Principal – Longs métrages en compétition;Vela d’argento ;
1962;;;"	GENTE DI TRASTEVERE";;Michele Gandin;Italy;;Programme Principal – Courts métrages en compétition;Vela d’oro (Short Film Competion);
1962;;;"	CMENTARZ REMU ";;Edward Etler;Poland;;Programme Principal – Courts métrages en compétition;Vela d’argento (Short Film Competion);
1962;;;"	LA FEMME ET L’ANIMAL ";;Fèri Farzaneh;United Kingdom;;Programme Principal – Courts métrages en compétition;Special mention for Best Art Film (Short Film Competition);
1962;;;"	THE APPLE ";;George Dunning;United Kingdom;;Programme Principal – Courts métrages en compétition;Special mention for Best Animation (Short Film Competition);
1962;;;"	LOS ZAMUROS";;José Martin ;Venezuela;;Programme Principal – Courts métrages en compétition;Special mention for Best Animation (Short Film Competition);
1961;;;"	NOBI ";Fuochi nella pianura;Kon Ichigawa;Japan;;Programme Principal – Longs métrages en compétition;Vela d’oro;
1961;;;"	QUAND NOUS ETIONS PETITS ENFANTS… ";;Henry Brandt ;Switzerland;;Programme Principal – Longs métrages en compétition;Vela d’argento ;
1961;;;"	LUDZIE Z POCIAGU ";Panique dans un train;Kazimierz Kutz;Poland;;Programme Principal – Longs métrages en compétition;Vela d’argento ;
1961;;;THE CONNECTION ;;Shirley Clarke;USA;;Programme Principal – Longs métrages en compétition;Prize for Best First Feature;
1961;;;"	RABINDRANATH TAGORE";;Satyajit Ray;India;;Programme Principal – Courts métrages en compétition;Vela d’oro (Short Film Competion);
1961;;;XIAOKEDOU ZHAO MAMA;Où est maman?;Te Wei, Qian Jiajun;China;;Programme Principal – Courts métrages en compétition;Vela d’argento (Short Film Competion);
1960;;;IL BELL’ANTONIO ;;Mauro Bolognini ;Italy;;Programme Principal – Longs métrages en compétition;Vela d’oro;
1960;;;FOMA GORDEEV ;;Mark Donskoï;Russia;;Programme Principal – Longs métrages en compétition;Vela d’argento for Best Direction;
1960;;Jana Brejchova;VISSI PRINCIP ;;Jiri Krejcik;Czech Republic;;Programme Principal – Longs métrages en compétition;Vela d’argento for Best Actress;
1960;;Spiros Focas;MORTE DI UN AMICO ;;Franco Rossi;Italy;;Programme Principal – Longs métrages en compétition;Vela d’argento for Best Actor;
1960;;Daniel Boulanger;LE FARCEUR ;;Philippe de Broca;France;;Programme Principal – Longs métrages en compétition;Vela d’argento for Best Screenplay;
1960;;Johnny Nash;"	TAKE A GIANT STEP ";;Philip Leacock;USA;;Programme Principal – Longs métrages en compétition;Vela d’argento for Best Performance;
1960;;;"	PRIJS DE ZEE ";La mer et le vent;Herman van der Horst ;Netherlands;;Programme Principal – Courts métrages en compétition;Vela d’oro for Best Documentary (Short Film Competition);
1960;;;"	MESIKNI POHADKA"; Le conte de la lune;Zdenek Miller;Czech Republic;;Programme Principal – Courts métrages en compétition;Vela d’argento for Best Animation (Short Film Competition);
1959;;;"	KILLER’S KISS ";;Stanley Kubrick ;USA;;Programme Principal Long métrages en compétition ;Prize for Best Screenplay;
1959;;;O VECOCH NADPRIROZONYCH (first episode) ;;Jiri Krejcik ;Czech Republic;;Programme Principal Long métrages en compétition ;Special mention;
1959;;;THE RABBIT TRAP;;Ernest Borgnine;USA;;Programme Principal Long métrages en compétition ;Prize for Best Actor;
1959;;;"	MOI, UN NOIR ";;Jean Rouch;France;;Programme Principal Long métrages en compétition ;Prize for Best Documentary;
1959;;;"	LA MER ET LES JOURS ";;Raymond Vogel;France;;Programme Principal Courts métrages en compétition ;Prize for Best Documentary (Short Film Competition);
1959;;;"	JEAN-JACQUES ROUSSEAU ";;Roger Leenhardt, Jean-Pierre Viret;France;;Programme Principal Courts métrages en compétition ;Special mention;
1959;;;"	DAUMIER";;Roger Leenhardt, Henri Sarrade ;France;;Programme Principal Courts métrages en compétition ;Special mention;
1959;;;"	LUI ET ELLE ";;Jean Jabely;France;;Programme Principal Courts métrages en compétition ;Prize for Best Animation (Short Film Competition);
1959;;;GEOMETRIE, SPRACHE DER PERMEN;;Dieter Schönbach ;Germany;;Programme Principal Courts métrages en compétition ;Special mention;
1958;;;10, NORTH FREDERICK ;; Philip Dunne ;USA;;Programme Principal Long métrages en compétition ;Vela d’oro;
1958;;;"	LE BEAU SERGE ";;Claude Chabrol;France;;Programme Principal Long métrages en compétition ;Vela d’argento for Best Screenplay;
1958;;Carla Gravina;AMORE E CHIACCHIERE  ;;Alessandro Blasetti;Italy;;Programme Principal Long métrages en compétition ;Vela d’argento for Best Actress;
1958;;Kwan Shan;A Q ZHENZUAN ;La veritable histoire de A-Q;Yun Yang’an;Hong Kong;;Programme Principal Long métrages en compétition ;Vela d’argento for Best Actor;
1958;;;"	COWBOY ";;Delmer Daves;USA;;Programme Principal Long métrages en compétition ;Special mention;
1958;;;"	EL PISITO";;Marco Ferreri, Isidoro Ferri ;Spain;;Programme Principal Long métrages en compétition ;Special mention;
1958;;;A Q ZHENZUAN ;La veritable histoire de A-Q;Yun Yang’an;Hong Kong;;Programme Principal Long métrages en compétition ;Special mention;
1958;;;"	THE JUGGLER OF OUR LADY ";;Al Kouzel ;USA;;Programme Principal Courts métrages en compétition ;Vela d'oro for Best Animation (Short Film Competition);
1958;;;"	PAISANI";;Enrico Moscatelli;Italy;;Programme Principal Courts métrages en compétition ;Vela d'oro for Best Documentary (Short Film Competition);
1958;;;"	LA VIE ET L’ŒUVRE D’ANDRE MALRAUX ";;Léonard Keigel;France;;Programme Principal Courts métrages en compétition ;Special mention;
1957;;;IL GRIDO;;Michelangelo Antonioni;Italy;;Programme Principal Long métrages en compétition ;Prize (awarded by the Swiss Film Press Association Jury);Note: unofficial Palmarès 
1957;;;TWELVE ANGRY MEN ;;Sidney Lumet;USA;;Programme Principal Long métrages en compétition ;Special hommage;Note: unofficial Palmarès 
1957;;;THE YOUNG STRANGER ;;John Frankenheimer;USA;;Programme Principal Long métrages en compétition ;Prize (awarded by the Radio della Svizzera Italiana Jury);Note: unofficial Palmarès 
1955;;;"	LE ROSSIGNOL ET L’EMPEREUR DE CHINE ";;Jirì Trnka;Czech Republic;;Programme Principal;Prize (awarded by the Radio della Svizzera Italiana Jury);Note: unofficial Palmarès 
1955;;;CARMEN JONES;;Otto Preminger;USA;;Programme Principal;Prize (awarded by the Radio della Svizzera Italiana Jury);Note: unofficial Palmarès 
1955;;;"	BORORO (LES NOMADES DU SOLEIL)";;Henry Brandt;Switzerland;;Special sections – Revue du film ethnographique;Special mention;Note: unofficial Palmarès 
1955;;;"	STÄRCHER ALS DIE NACHT ";;Slatan Dudow;Germany;;Special sections – Visions privées;Best Film (awarded by CINEMA NUOVO Jury);Note: unofficial Palmarès 
1955;;;"	LE ROSSIGNOL ET L’EMPEREUR DE CHINE ";;Jirì Trnka;Czech Republic;;Programme Principal;Best Film (awarded by CINEMA NUOVO Jury);Note: unofficial Palmarès 
1955;;Wilhelm Koch-Hooge;"	STÄRCHER ALS DIE NACHT ";;Slatan Dudow;Germany;;Special sections – Visions privées;Best Actor (awarded by CINEMA NUOVO Jury);Note: unofficial Palmarès 
1955;;"	Dorothy Dandridge";CARMEN JONES;;Otto Preminger;USA;;Programme Principal;Best Actress (awarded by CINEMA NUOVO Jury);Note: unofficial Palmarès 
1954;;;JIGOKU MON ;La porta dell’inferno;Teinosuke Kinugasa ;Japan;;Programme Principal;Prize (awarded by the Swiss Film Press Association Jury);Note: unofficial Palmarès 
1954;;;"	PRINC BAJAJA ";;Jirì Trnka;Czech Republic;;Programme Principal;Prize (awarded by the Radio della Svizzera Italiana Jury);Note: unofficial Palmarès 
1954;;;"	LES FRUITS SAUVAGES ";;Hervé Bromberger ;France;;Programme Principal;Prize (awarded by the Radio della Svizzera Italiana Jury);Note: unofficial Palmarès 
1954;;;JIGOKU MON ;La porta dell’inferno;Teinosuke Kinugasa ;Japan;;Programme Principal;Prize (awarded by the Critics International Jury);Note: unofficial Palmarès 
1954;;;"	ROTATION ";;Wolfgang Staudte ;Germany;;Programme Principal;Prize (awarded by the Critics International Jury);Note: unofficial Palmarès 
1954;;;LE MOUTON À CINQ PATTES;;Henri Verneuil ;France;;Programme Principal;Prize (awarded by the Critics International Jury);Note: unofficial Palmarès 
1953;;;JULIUS CAESAR ;;David Bradley ;USA;;Programme Principal;Prize (awarded by the Critics International Jury);Note: unofficial Palmarès 
1953;;;KOMPOSITOR GLINKA ;Man of Music;Grigori Alexandrov;Russia;;Programme Principal;Prize (awarded by the Critics International Jury);Note: unofficial Palmarès 
1953;;;"	THE GLASS WALL ";;Maxvell Shane;USA;;Programme Principal;Prize (awarded by the Critics International Jury);Note: unofficial Palmarès 
1953;;;"	LE INFEDELI ";;Steno Monicelli, Mario Monicelli ;Italy;;Programme Principal;Prize (awarded by the Swiss Film Press Association Jury);Note: unofficial Palmarès 
1953;;;STARÉ POVESTI CESKE ;;Jirì Trnka;Czech Republic;;AvantProgramme;Prize (awarded by the Swiss Film Press Association Jury);Note: unofficial Palmarès 
1953;;;JULIUS CAESAR ;;David Bradley ;USA;;Programme Principal;Prize (awarded by the Swiss Film Press Association Jury);Note: unofficial Palmarès 
1953;;;L'ANNEE VIGNERONNE, ROMEO UND JULIA AUF DEM DORFE, ;;"	Charles Duvanel, Herbert Meyer, Hans Trommer";Switzerland;;Revue rétrospective du cinéma suisse;Special mention;Note: unofficial Palmarès 
1952;;;"	HUNTED ";;Charles Crichton;United Kingdom;;Programme Principal;Prize (awarded by the Journalists International Jury);Note: unofficial Palmarès 
1950;;;WHEN WILLIE COMES MARCHING HOME;; John Ford;USA;;Programme Principal;Prize (awarded by the Journalists International Jury);Note: unofficial Palmarès 
1950;;;"	STAGE FRIGHT";;Alfred Hitchcock;USA;;Programme Principal;Special mention;Note: unofficial Palmarès 
1950;;;"	DOMENICA D’AGOSTO";;Luciano Emmer;Italy;;Programme Principal;Special mention;Note: unofficial Palmarès 
1950;;;"	THE GOLDEN SALAMANDER ";;Ronald Neame;United Kingdom;;Programme Principal;Special mention;Note: unofficial Palmarès 
1950;;;"	DANKALIA";;A.E. Wittlin;Switzerland;;Programme complémentaire;Special mention;Note: unofficial Palmarès 
1949;;;"	LA FERME DES SEPT PÉCHÉS ";;Jean Devaivre;France;;Programme Principal Long métrages en compétition ;Grand Prize ;Note: unofficial Palmarès 
1949;;;"	LADRI DI BICICLETTE ";;Vittorio De Sica ;Italy;;Programme Principal Long métrages en compétition ;Special Jury Prize;Note: unofficial Palmarès 
1949;;;"	YELLOW SKY ";;William A. Wellmann ;USA;;Programme Principal Long métrages en compétition ;Best Screenplay;Note: unofficial Palmarès 
1949;;"	Hilde Krahl";LIEBE ’47 ;;Wolfgang Liebeneiner;Germany;;Programme Principal Long métrages en compétition ;Best Actress;Note: unofficial Palmarès 
1949;;;"	HE WALKED BY NIGHT";;Alfred Werker;USA;;Programme Principal Long métrages en compétition ;Best Crime Film;Note: unofficial Palmarès 
1949;;;"	ADAM AND EVELYNE ";;Harold French;United Kingdom;;Programme Principal Long métrages en compétition ;Best Comedy;Note: unofficial Palmarès 
1949;;;ENCHANTMENT ;;Irvig Reis;USA;;Programme Principal Long métrages en compétition ;Special Prize;Note: unofficial Palmarès 
1949;;;"	PATTES BLANCHES";;Jean Grémillon;France;;Programme Principal Long métrages en compétition ;Special Prize;Note: unofficial Palmarès 
1948;;;GERMANIA ANNO ZERO ;;Roberto Rossellini;Italy;;Programme Principal  ;Grand Prize ;Note: unofficial Palmarès 
1948;;;GERMANIA ANNO ZERO ;;Roberto Rossellini;Italy;;Programme Principal  ;Best Original Scenario;Note: unofficial Palmarès 
1948;;;"	LA VIE EN ROSE ";;Jean Faurez;France;;Programme Principal  ;Best Original Scenario;Note: unofficial Palmarès 
1948;;;"	RAPE OF THE EARTH";;Unknown;United Kingdom;;Programme Principal Courts métrages ;Best Short Film;Note: unofficial Palmarès 
1948;;;"	THE MIRACLE OF 34th STREET ";;George Seaton;USA;;Sezioni speciali Visions privées;Best Adaptation;Note: unofficial Palmarès 
1948;;;"	KISS OF DEATH";;Henry Hathaway;USA;;Sezioni speciali Visions privées;Best Adaptation;Note: unofficial Palmarès 
1948;;;"	LA CHARTREUSE DE PARME ";;Christian-Jacque;France;;Programme Principal  ;Best Black and White Photography;Note: unofficial Palmarès 
1948;;;"	FORT APACHE";;John Ford ;USA;;Programme Principal  ;Best Black and White Photography;Note: unofficial Palmarès 
1948;;;"	BLANCHE FURY ";;Marc Allégret;USA;;Sezioni speciali Visions privées;Best Colour Photography;Note: unofficial Palmarès 
1948;;;"	THE UNFINISHED DANCE ";;Henry Koster;USA;;Programme Principal  ;Best Colour Photography;Note: unofficial Palmarès 
1948;;;"	FORT APACHE";;John Ford ;USA;;Programme Principal  ;Best Director – First Prize ;Note: unofficial Palmarès 
1948;;;GERMANIA ANNO ZERO ;;Roberto Rossellini;Italy;;Programme Principal  ;Best Director – Second Prize ;Note: unofficial Palmarès 
1948;;"	Hildegard Knef";FILM OHNE TITEL ;;Rudolf Jugert, Helmuth Käutner;Germany;;Sezioni speciali Visions privées;Prize for the Best Actress;Note: unofficial Palmarès 
1948;;"	Victore Mature";"	KISS OF DEATH";;Henry Hathaway;USA;;Sezioni speciali Visions privées;Best Actor  – First Prize;Note: unofficial Palmarès 
1948;;"	Gérard Philipe";"	LA CHARTREUSE DE PARME ";;Christian-Jacque;France;;Programme Principal  ;Best Actor – Second Prize;Note: unofficial Palmarès 
1947;;;LE SILENCE EST D’OR ;;René Clair;France;;Programme Principal  ;Best Feature Film ;Note: unofficial Palmarès 
1947;;;"	PALAZZO DEI DOGI ";;Francesco Pasinetti;Italy;;;Best Short Film ;Note: unofficial Palmarès 
1947;;;"	VIVERE IN PACE ";;Luigi Zampa;Italy;;Programme Principal  ;Best Scenario;Note: unofficial Palmarès 
1947;;;"	MARIA CANDELARIA";;Emilio Fernandez;Mexico;;Sezioni speciali Visions privées;Best Photography;Note: unofficial Palmarès 
1947;;;ADMIRAL NAKHIMOV;;Vsevolod Pudovkin;Russia;;Soirées de Gala Nocturne;Best Photography;Note: unofficial Palmarès 
1947;;;LE SILENCE EST D’OR ;;René Clair;France;;Programme Principal  ;Best Direction;Note: unofficial Palmarès 
1947;;Jennifer Jones;CLUNY BROWN;;Ernst Lubitsch;United Kingdom;;Sezioni speciali Visions privées;Best Leading Actress ;Note: unofficial Palmarès 
1947;;"	Maurice Chevalier";LE SILENCE EST D’OR ;;René Clair;France;;Programme Principal  ;Best Leading Actor ;Note: unofficial Palmarès 
1947;;"	Anne Baxter";THE RAZOR’S EDGE;;Edmund Goulding;USA;;Programme Principal  ;Best Supporting Actress ;Note: unofficial Palmarès 
1947;;"	Richard Haydn";CLUNY BROWN;;Ernst Lubitsch;United Kingdom;;Sezioni speciali Visions privées;Best Supporting Actor;Note: unofficial Palmarès 
1946;;;AND THEN THERE WERE NONE ;;René Clair;USA;;Sezioni speciali Visions privées;Best Film ;Note: unofficial Palmarès 
1946;;;DEAD OF NIGHT;;Alberto Cavalcanti, Charles Crichton, Basil Dearden, Robert Hamer;United Kingdom;;Programme Principal  ;Best Screenplay;Note: unofficial Palmarès 
1946;;;"	IVAN GROZNY";Ivan le terrible ;Serguei Mikhaïlovitch Eisenstein;Russia;;Programme Principal  ;Best Photography;Note: unofficial Palmarès 
1946;;;"	PIMPERNEL SMITH ";;Leslie Howard ;United Kingdom;;Sezioni speciali Visions privées;Best Comedy;Note: unofficial Palmarès 
1946;;;AND THEN THERE WERE NONE ;;René Clair;USA;;Sezioni speciali Visions privées;Best Direction;Note: unofficial Palmarès 
1946;;"	Jennifer Jones";THE SONG OF BERNARDETTE ;;Henry King;USA;;Programme Principal  ;Best Actress ;Note: unofficial Palmarès 
1946;;"	Llaird Cregar";HANGOVER SQUARE;;John Brahm;USA;;Sezioni speciali Visions privées;Best Actor ;Note: unofficial Palmarès 
