EDITION;ID;PERSON;TITLE;INTERNATIONAL TITLES;DIRECTOR/S;MAIN PRODUCTION COUNTRY;CO-PRODUCTION COUNTRY/IES;SECTION;PRIZE;NOTE
2008;;;PARQUE VIA;;Enrique Rivero;Mexico;;Concorso internazionale;Pardo d’oro;
2008;;;33 SCENY Z ZYCIA;33 Scenes from Life;Malgoska Szumowska;Germany;;Concorso internazionale;Special Jury Prize of the Cities of Ascona and Losone;
2008;;;ELLE VEUT LE CHAOS;;Denis Côté;Canada;;Concorso internazionale;Pardo for Best Direction of the City and Region of Locarno;
2008;;Ilaria Occhini;MAR NERO;Black Sea;Federico Bondi;Italy;;Concorso internazionale;Pardo for Best Actress;
2008;;Tayanc Ayaydin;THE MARKET – A TALE OF TRADE;;Ben Hopkins ;Germany;;Concorso internazionale;Pardo for Best Actor;
2008;;;DAYTIME DRINKING;;Noh Young-Seok;South Korea;;Concorso internazionale;Special mention;
2008;;;LA FORTERESSE;The Fortress;Fernand Melgar ;Switzerland;;Concorso Cineasti del presente ;Pardo d’oro Concorso Cineasti del presente – C.P. Company ;
2008;;;ALICIA EN EL PAIS;Alicia in the Land;Esteban Larrain;Chile;;Concorso Cineasti del presente ;Special CINÉ CINÉMA Jury Prize;
2008;;;PRINCE OF BROADWAY;;Sean Baker;USA;;Concorso Cineasti del presente ;Special mention;
2008;;;MÄRZ;March;Händl Klaus;Austria;;Concorso internazionale;Pardo for Best First Feature Film;
2008;;;DEZ ELEFANTES;Ten Elephants;Eva Randolph ;Brazil;;"Pardi di domani
Concorso internazionale";Pardino d’oro SRG SSR Idée Suisse for the Best International Short Film;
2008;;;KAUPUNKILAISIA;Citizens;Juho Kuosmanen;Finland;;"Pardi di domani
Concorso internazionale";Pardino d’argento Kodak for the International Competition;
2008;;;BABIN ;;Isamu Hirabayashi ;Japan;;"Pardi di domani
Concorso internazionale";Film and Video Subtitling Prize;
2008;;;RESOLUTION;;Pavel Oreshnikov;Russia;;"Pardi di domani
Concorso internazionale";Special mention;
2008;;;LA DÉLOGEUSE ;Maid to Oust;Julien Rouyet ;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’oro IKEA for the Best Swiss Short Film;
2008;;;UN DIA Y NADA;One Day and Nothing;Lorenz Merz ;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’argento Kodak for the National Competition;
2008;;;AU CAFÉ ROMAND;;Richard Szotyori;Switzerland;;"Pardi di domani
Concorso nazionale";Action Light Prize for the Best Swiss Newcomer;
2008;;;BACK SOON;;Solveig Anspach;Iceland;France;Piazza Grande;Variety Piazza Grande Award;
2008;;;SON OF RAMBOW;;Garth Jennings ;United Kingdom;France, Germany;Piazza Grande;Prix du Public UBS;
2007;;;AI NO YOKAN ;The Rebirth;Masahiro Kobayashi;Japan;;Concorso internazionale;Pardo d’oro;
2007;;;MEMORIES (JEONJU DIGITAL PROJECT 2007) ;;Eugène Green, Pedro Costa, Harun Farocki;South Korea;;Concorso internazionale;Special Jury Prize of the Cities of Ascona and Losone;
2007;;;CAPITAINE ACHAB ;Captain Ahab;Philippe Ramos;France;;Concorso internazionale;Pardo for Best Direction of the City and Region of Locarno;
2007;;Marian Alvarez;LO MEJOR DE MÍ;The Best of Me;Roser Aguilar;Spain;;Concorso internazionale;Pardo for Best Actress;
2007;;Michel Piccoli ;SOUS LES TOITS DE PARIS;Beneath the Rooftops of Paris;Hiner Saleem;France;;Concorso internazionale;Pardo for Best Actor;
2007;;Michele Venitucci;FUORI DALLE CORDE;Out Of Bounds;Fulvio Bernasconi ;Switzerland;;Concorso internazionale;Pardo for Best Actor;
2007;;Sang-yoon Cho;BOYS OF TOMORROW;;Dong-seok Noh ;South Korea;;Concorso internazionale;Special mention ;
2007;;;TEJÚT;Milky Way;Benedek Fliegauf ;Hungary;;Concorso Cineasti del presente ;Pardo d’oro Concorso Cineasti del presente – C.P. Company;
2007;;;IMATRA ;;Corso Salani;Italy;;Concorso Cineasti del presente ;Special CINÉ CINÉMA Jury Prize;
2007;;;TUSSENSTAND;Stages;Mijke de Jong;Netherlands;;Concorso Cineasti del presente ;Special mention;
2007;;;TAGLIARE LE PARTI IN GRIGIO;Cutting the Parts in Grey;Vittorio Rifranti;Italy;;Concorso Cineasti del presente ;Pardo for Best First Feature Film;
2007;;;VALURI ;Waves;Adrian Sitaru ;Romania;;"Pardi di domani
Concorso internazionale";Pardino d’oro SRG SSR Idée Suisse for the Best International Short Film;
2007;;;BENDE SIRA (ICH BIN DRAN);Je suis là;Ismet Erguen ;Germany;;"Pardi di domani
Concorso internazionale";Pardino d’argento Kodak for the International Competition;
2007;;;IL NEIGE À MARRAKECH;It Snows in Marrakech;Hicham Alhayat;Switzerland;;"Pardi di domani
Concorso nazionale";Film and Video Subtitling Prize;
2007;;;RENÉ ;;Tobias Nölle;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’oro Holcim for the Best Swiss Short Film;
2007;;;LATITUDE 2023 ;;Florence Guillermin;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’argento Kodak for the National Competition;
2007;;;ICEBERGS;;Germinal Roaux;Switzerland;;"Pardi di domani
Concorso nazionale";Action Light Prize for the Best Swiss Newcomer;
2007;;;DEATH AT A FUNERAL;;Frank Oz ;USA;;Piazza Grande;Prix du Public UBS;
2006;;;DAS FRÄULEIN;;Andrea Staka ;Switzerland;Germany;Concorso internazionale;Pardo d’oro;
2006;;;HALF NELSON ;;Ryan Fleck;USA;;Concorso internazionale;Special Jury Prize of the Cities of Ascona and Losone;
2006;;;LE DERNIER DES FOUS;The Last of the Crazy People;Laurent Achard ;France;Belgium;Concorso internazionale;Pardo for Best Direction of the City and Region of Locarno;
2006;;Amber Tamblyn;STEPHANIE DALEY;;Hilary Brougher ;USA;;Concorso internazionale;Pardo for Best Actress;
2006;;Burghart Klaussner;DER MANN VON DER BOTSCHAFT ;The Man From the Embassy;Dito Tsintsadze;Germany;;Concorso internazionale;Pardo for Best Actor;
2006;;;VERFOLGT ;Hounded;Angelina Maccarone;Germany;;Concorso Cineasti del presente ;Pardo d’oro Concorso Cineasti del presente C.P. Company;
2006;;;CHAND KILO KHORMA BARAYE MARASSEM-E TADFIN;A Few Kilos of Dates for a Funeral;Saman Salour;Iran;;Concorso Cineasti del presente ;Special CINÉ CINÉMA Jury Prize;
2006;;;TARACHIME;Birth / Mother;Naomi Kawase;Japan;;Concorso Cineasti del presente ;Special mention;
2006;;;L’ANNEE SUIVANTE;;Isabelle Czajka;France;;Concorso Cineasti del presente ;Pardo for Best First Feature Film;
2006;;;SO LANGE DU HIER BIST;While You Are Here;Stefan Westerwelle;Germany;;Concorso Cineasti del presente ;Special mention ;First Feature
2006;;;BUBACHKI;Bugs;Igor Ivanov;Macedonia;;"Pardi di domani
East of the Mediterranean Competition";Pardino d’oro SRG SSR Idée Suisse for the Best International Short Film;
2006;;;WEST BANK STORY ;;Ari Sandel;USA;;"Pardi di domani
Concorso internazionale";Pardino d’argento Kodak for the International Competition;
2006;;;BIR DAMLA SU ;;Deniz Gamze Ergüven;France;;"Pardi di domani
East of the Mediterranean Competition";Film and Video Subtitling Prize ;
2006;;;NACHTFLATTERN;Nightflottering;Carmen Stadler;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’oro SRG SSR Idée Suisse for the Best Swiss Short Film;
2006;;;ASCHENBRÜDER;Ashbrothers;Markus Heiniger, Steve Walzer;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’argento Kodak for the National Competition;
2006;;;LA VÉRITÉ VRAIE;The True Truth;Tania Zambiano-Ovalle;Switzerland;;"Pardi di domani
Concorso nazionale";Action Light Prize for the Best Swiss Newcomer;
2006;;;NOUVEL ORDRE;New Order;Ausonio De Sousa, Grégory Bindschedler and Jean-Daniel Schneider;Switzerland;;"Pardi di domani
Concorso nazionale";Special mention;
2006;;;DAS LEBEN DER ANDEREN;The Lives of Others;Florian Henckel von Donnersmarck;Germany;;Piazza Grande;Prix du Public UBS;
2005;;;NINE LIVES;;Rodrigo Garcìa ;USA;;Concorso internazionale;Pardo d’oro;
2005;;;FRATRICIDE;;Yilmaz Arslan ;Germany;France, Luxembourg;Concorso internazionale;Pardo d'argento;
2005;;;3 GRAD KAELTER;3 Degrees Colder;Florian Hoffmeister;Germany;;Concorso internazionale;Pardo d'argento ;
2005;;;MA HAMEH KHOUBIM;We Are All Fine;Bijan Mirbagheri;Iran;;Concorso internazionale;Pardo d'argento ;
2005;;;UN COUPLE PARFAIT;;Nobuhiro Suwa;France;Japan;Concorso internazionale;Special Jury Prize;
2005;;Robin Wright Penn, Amanda Seyfried, Sissy Spacek, Holly Hunter, Lisa Gay Hamilton, Glenn Close, Elpidio Carrillo, Amy Brenneman, and Kathy Baker;NINE LIVES;;Rodrigo Garcìa ;USA;;Concorso internazionale;Pardo for Best Actress;
2005;;Patrick Drolet ;LA NEUVAINE;The Novena;Bernard Émond;Canada;;Concorso internazionale;Pardo for Best Actor;
2005;;;THE PIANO TUNER OF EARTHQUAKES;;Quay Brothers;United Kingdom;Germany, France;Concorso internazionale;Special mention;
2005;;Marco Grieco ;LA GUERRA DI MARIO;Mario's War;Antonio Capuano;Italy;;Concorso internazionale;Special mention;
2005;;Xevat Gecat ;FRATRICIDE;;Yilmaz Arslan ;Germany;France, Luxembourg;Concorso internazionale;Special mention;
2005;;;L'ÉVANGILE DU COCHON CRÉOLE;The Gospel of the Creole Pig;Michelange Quay;France;;"Pardi di domani
Africa Competition";Pardino d’oro SRG SSR Idée Suisse for the Best International Short Film;
2005;;;SA/X;;Gilli Apter;South Africa;;"Pardi di domani
Africa Competition";Pardino d’argento Kodak for the International Competition;
2005;;;ENHARDA TALATEEN NOVEMBER;Today 30th Novembre;Mahmmod Soliman ;Egypt;;"Pardi di domani
Africa Competition";Film and Video Subtitling Prize;
2005;;;POURQUOI?;;Sokhna Amar;Senegal;;"Pardi di domani
Africa Competition";Special mention;
2005;;;HERR GOLDSTEIN ;Mr. Goldstein;Micha Lewinsky;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’oro SRG SSR Idée Suisse for the Best Swiss Short Film;
2005;;;LA LIMACE;Slug;Anthony Vouardoux, Tania Zambiano-Ovalle;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’argento Kodak for the National Competition;
2005;;;FROHE OSTERN;Happy Easter;Ulrich Schaffner;Switzerland;;"Pardi di domani
Concorso nazionale";Action Light Prize for the Best Swiss Newcomer;
2005;;;STAILA CRUDANTA ;Falling Star;Pascal Bergamin;Switzerland;;"Pardi di domani
Concorso nazionale";Special mention;
2005;;;ZAÏNA, CAVALIÈRE DE L’ATLAS;Zaïna, Rider of Atlas;Bourlem Guerdjou;France;;Piazza Grande;Prix du Public UBS;
2004;;;PRIVATE;;Saverio Costanzo ;Italy;;Concorso internazionale;Pardo d’oro;
2004;;;EN GARDE;;Ayse Polat ;Germany;;Concorso internazionale;Pardo d'argento;
2004;;;DASTAN NATAMAM;Story Undone;"Hassan Yektapanah 	";Iran;Ireland, Japan;Concorso internazionale;Pardo d'argento;
2004;;;TONY TAKITANI;;Jun Ichkawa ;Japan;;Concorso internazionale;Special Jury Prize;
2004;;Maria Kwiatkowsky, PIinar Ericin;EN GARDE;;Ayse Polat ;Germany;;Concorso internazionale;Pardo for Best Actress;
2004;;Mohammad Bakri;PRIVATE;;Saverio Costanzo ;Italy;;Concorso internazionale;Pardo for Best Actor;
2004;;;DANS L’OMBRE;In the Dark;Olivier Masset-Depasse;Belgium;;"Pardi di domani
“The French-speaking world” Competition";Pardino d’oro SRG SSR Idée Suisse for the Best International Short Film;
2004;;;LÉO;;Nicolas Roy ;Canada;;"Pardi di domani
“The French-speaking world” Competition";Pardino d’argento Kodak for the International Competition;
2004;;;DEMAIN J'ARRÊTE!;I'll Quit Tomorrow!;Nicole Borgeat;Switzerland;;"Pardi di domani
“The French-speaking world” Competition";Film and Video Subtitling Prize;
2004;;;ALICE ET MOI;Alice and I;Micha Wald ;Belgium;;"Pardi di domani
“The French-speaking world” Competition";Special mention;
2004;;;CHYENNE ;;Alexander Meyer ;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’oro SRG SSR Idée Suisse for the Best Swiss Short Film;
2004;;;WACKELKONTAKT ;Loose Contact;Ralph Etter;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’argento Kodak for the National Competition;
2004;;;PAUL MAILLARD, FACTEUR DE LANGUE DE BOIS ;Vanishing Craftsmen - Vol 1;Grégoire Mayor;Switzerland;;"Pardi di domani
Concorso nazionale";Action Light Prize for the Best Swiss Newcomer;
2004;;;HACALA HASURIT / THE SYRIAN BRIDE;The Syrian Bride;Eran Riklis;Israel;France, Germany;Piazza Grande;Prix du Public UBS;
2003;;;KHAMOSH PANI ;Silent Water;Sabiha Sumar ;Pakistan;France, Germany;Concorso internazionale;Pardo d’oro;
2003;;;GORI VATRA ;Fuse;Pjer Valica;Bonsia-Erzegovina;Austria;Concorso internazionale;Pardo d'argento;
2003;;;THIRTEEN ;;Catherine Hardwicke;USA;;Concorso internazionale;Pardo d'argento;
2003;;;MARIA;;Calin Netzer ;Romania;Germany, France;Concorso internazionale;Special Jury Prize;
2003;;Holly Hunter;THIRTEEN ;;Catherine Hardwicke;USA;;Concorso internazionale;Pardo for Best Actress;
2003;;Diana Dumbrava;MARIA;;Calin Netzer ;Romania;Germany, France;Concorso internazionale;Pardo for Best Actress;
2003;;Kirron Khe;KHAMOSH PANI ;Silent Water;Sabiha Sumar ;Pakistan;France, Germany;Concorso internazionale;Pardo for Best Actress;
2003;;Serban Ionescu;MARIA;;Calin Netzer ;Romania;Germany, France;Concorso internazionale;Pardo for Best Actor;
2003;;;ONNA RIHATSUSHI NO KOI;Amazing Story;Masahiro Kobayashi;Japan;;Concorso internazionale;Special mention;
2003;;;DANEHAYE RIZE BARF;Tiny Snowflakes;Alireza Amini;Iran;;Concorso internazionale;Special mention;
2003;;;VIKTOR OCH HANS BRÖDER;Viktor and His Brothers;Mårten Klingberg;Sweden;;"Pardi di domani
Scandinavian Films Competition";Pardino d’oro SRG SSR Idée Suisse for the Best International Short Film;
2003;;;ONNENPELI 2001;Ferry-Go-Round; Aleksi Salmenperä;Finland;;"Pardi di domani
Scandinavian Films Competition";Pardino d’argento Kodak for the International Competition;
2003;;;HEIMAT ;Connecting People;Arild Fröhlich;Norway;;"Pardi di domani
Scandinavian Films Competition";Film and Video Subtitling Prize;
2003;;;L’ESCALIER ;The Staircase;Frédéric Mermoud;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’oro SRG SSR Idée Suisse for the Best Swiss Short Film;
2003;;;LE DORMEUR ;The Sleeper;Richard Szotyori;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’argento Kodak for the National Competition;
2003;;;MEYERS;;Steven Hayes;Switzerland;;"Pardi di domani
Concorso nazionale";Action Light Prize for the Best Swiss Newcomer;
2003;;;DAS WUNDER VON BERN;The Miracle of Bern;Sönke Wortmann;Germany;;Piazza Grande;Prix du Public UBS;
2002;;;DAS VERLANGEN ;The Longing;Iain Dilthey ;Germany;;Concorso internazionale;Pardo d’oro;
2002;;;TAN DE REPENTE ;Suddenly;Diego Lerman;Argentina;;Concorso internazionale;Pardo d'argento;
2002;;;SZÉP NAPOK;Pleasant Days;Kornél Mundruczó ;Hungary;;Concorso internazionale;Pardo d'argento;
2002;;;MAN, TARANEH, PAZDAH SAL DARAM;I, Taraneh, am 15;Rassul Sadr-Ameli ;Iran;;Concorso internazionale;Special Jury Prize;
2002;;Taraneh Allidousti;MAN, TARANEH, PAZDAH SAL DARAM;I, Taraneh, am 15;Rassul Sadr-Ameli ;Iran;;Concorso internazionale;Pardo for Best Actress;
2002;;Giorgos Karayannis ;DISKOLI APOCHERETISMI: O BABAS MOU;Hard Goodbyes;Penny Panayotopoulou ;Greece;Germany;Concorso internazionale;Pardo for Best Actor;
2002;;;TAN DE REPENTE ;Suddenly;Diego Lerman;Argentina;;Concorso internazionale;Special mention;
2002;;;DELIVERY DAY ;;Jane Manning;Australia;;"Pardi di domani
Australian and New Zealand Competition";Pardino d’oro SRG SSR Idée Suisse for the Best International Short Film;
2002;;;LOST ;;Jo Kennedy;Australia;;"Pardi di domani
Australian and New Zealand Competition";Pardino d’argento Kodak for the International Competition;
2002;;;VITALOGY;;Greg Williams;Australia;;"Pardi di domani
Australian and New Zealand Competition";Film and Video Subtitling Prize;
2002;;;STILL LIFE ;;Sima Urale;New Zealand;;"Pardi di domani
Australian and New Zealand Competition";Special mention;
2002;;;NUIT DE NOCES ;;Olga Baillif;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’oro SRG SSR Idée Suisse for the Best Swiss Short Film;
2002;;;SWAPPED ;;Pierre Monnard;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’argento Kodak for the National Competition;
2002;;;DUST ;;Ruxandra Zenide;Switzerland;;"Pardi di domani
Concorso nazionale";Action Light Prize for the Best Swiss Newcomer;
2002;;;BEND IT LIKE BECKHAM;;Gurinder Chadha;USA;United Kingdom;Piazza Grande;Prix du Public UBS;
2001;;;ALLA RIVOLUZIONE SULLA DUE CAVALLI;;Maurizio Sciarra;Italy;;Concorso internazionale;Pardo d’oro;
2001;;;LOVE THE HARD WAY;;Peter Sehr;USA;Germany;Concorso internazionale;Pardo d'argento;
2001;;;L'AFRANCE ;As a man;Alain Gomis;France;;Concorso internazionale;Pardo d'argento;
2001;;KIM Ho-Jung;NABI ;The Butterfly;Moon Seung-Wook;Korea;;Concorso internazionale;Pardo di bronzo;
2001;;Antonio Garcia;ALLA RIVOLUZIONE SULLA DUE CAVALLI ;;Maurizio Sciarra;Italy;;Concorso internazionale;Pardo di bronzo;
2001;;;DELBARAN;;Abolfazl Jalili ;Iran;;Concorso internazionale;Special Jury Prize;
2001;;;DONG CI BIAN WEI ;Conjugation;TONG Hiu Park (Emily Tang), Emily TANG;Hong Kong;;Concorso internazionale;Special mention;
2001;;;BABY BOY ;;John Singleton ;USA;;Concorso internazionale;Special mention;
2001;;;LE LAIT DE LA TENDRESSE HUMAINE;;Dominique Cabrera ;France;;Concorso internazionale;Special mention;for the acting
2001;;;THE LAWLESS HEART;;Neil Hunter, Tom Hunsinger ;United Kingdom;;Concorso internazionale;Special mention;for the script
2001;;;CHAMBRE FROIDE ;;Olivier Masset-Depasse;Belgium;;"Pardi di domani
Belgium Competition";Pardino d’oro SRG SSR Idée Suisse for the Best International Short Film;
2001;;;THE THREAD;;Jan De Coster, Lieven Van Baelen;Belgium;;"Pardi di domani
Belgium Competition";Pardino d’argento Kodak for the International Competition;
2001;;;TRIBU;;Joachim Lafoss;Belgium;;"Pardi di domani
Belgium Competition";Special mention;
2001;;;DEUX;;Franz-Josef Holzer;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’oro SRG SSR Idée Suisse for the Best Swiss Short Film;
2001;;;TOUS A TABLE ;;Ursula Meier;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’argento Kodak for the National Competition;
2001;;;CREVETTEN ;;Petra Volpe;Switzerland;;"Pardi di domani
Concorso nazionale";Action Light Prize for the Best Swiss Newcomer;
2001;;;REISE OHNE RÜCKKEHR;;Esen Isik ;Switzerland;;"Pardi di domani
Concorso nazionale";Film and Video Subtitling Prize;
2001;;;VAJE EN TAXI ;;Nico Gutmann;Switzerland;;"Pardi di domani
Concorso nazionale";Special mention;
2001;;;LAAGAN, ONCE UPON A TIME IN INDIA ;;Ashutosh Gowariker;India;;Piazza Grande;Prix du Public UBS;
2000;;;BABA ;Papa;WANG Shuo;China;;Concorso internazionale;Pardo d’oro;
2000;;;XILU XIANG;Little Cheung;Fruit Chan;Hong Kong;;Concorso internazionale;Pardo d'argento;
2000;;;MANILA;;Romuald Karmakar;Germany;;Concorso internazionale;Pardo d'argento;
2000;;Sabina Timoteo;L'AMOUR, L'ARGENT, L'AMOUR;;Philip Gröning ;Germany;;Concorso internazionale;Pardo di bronzo;
2000;;Ulrike Beimpold, Sonja Romei, Birgit Doll, Joachim Bissmeier, Josef Hader, Roland Düringer;DER ÜBERFALL;The Hold-up;Florian Flicker ;Austria;;Concorso internazionale;Pardo di bronzo;
2000;;;GOSTANZA DA LIBBIANO;;Paolo Benvenuti;Italy;;Concorso internazionale;Special Jury Prize;
2000;;;BRONX-BARBÈS;;Eliane de Latour ;France;;Concorso internazionale;Special mention;
2000;;;NO QUARTO DA VANDA ;In Vanda's Room;Pedro Costa;Portugal;;Concorso internazionale;Special mention;
2000;;;BANCOS;;Santi Amodeo, Alberto Rodríguez;Spain;;"Pardi di domani
Spanish Competition";Pardino d’oro SRG SSR Idée Suisse for the Best International Short Film;
2000;;;EL EQUIPAJE ABIERTO;;Javier Rebollo;Spain;;"Pardi di domani
Spanish Competition";Pardino d’argento Kodak for the International Competition;
2000;;;EL TRABAJO ;;Igor Legarreta, Emilio Pérez;Spain;;"Pardi di domani
Spanish Competition";Film and Video Subtitling Prize;
2000;;;EN MALAS COMPAÑIAS;;Antonio Hens;Spain;;"Pardi di domani
Spanish Competition";Special mention;
2000;;;SUMMERTIME ;;Anna Luif;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’oro SRG SSR Idée Suisse for the Best Swiss Short Film;
2000;;;TOUT EST BIEN ;;Vincent Pluss;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’argento Kodak for the National Competition;
2000;;;LIGNES DE FUITE;;Léo Maillard;Switzerland;;"Pardi di domani
Concorso nazionale";Action Light Prize for the Best Swiss Newcomer;
2000;;;LA BOUEE;;Bruno Deville;Switzerland;;"Pardi di domani
Concorso nazionale";Special mention;
2000;;;HOLLOW MAN;;Paul Verhoeven ;USA;;Piazza Grande;Prix du Public UBS;
1999;;;PEAU D’HOMME, COEUR DE BÊTE;;Hélène Angel;France;;Concorso internazionale;Pardo d’oro;
1999;;;BARAK ;;Valerij Ogorodnikov;Russia;;Concorso internazionale;Pardo d'argento Nouveau Cinéma;
1999;;;LA VIE NE ME FAIT PAS PEUR;;Noémie Lvovsky;France;Switzerland;Concorso internazionale;Pardo d'argento Jeune Cinéma;
1999;;Vera Briole ;MADELEINE;;by Laurent Bouhnik;France;;Concorso internazionale;Pardo di bronzo;
1999;;Serge Riaboukine;PEAU D’HOMME, COEUR DE BÊTE;;Hélène Angel;France;;Concorso internazionale;Pardo di bronzo;
1999;;;EL MEDINA ;;Yousry Nasraliah;Egypt;France;Concorso internazionale;Special Jury Prize;
1999;;;EL MILAGRO DE P. TINTO;;Javier Fesser;Spain;;Concorso internazionale;Special mention;
1998;;;ZHAO XIANSHENG;Mr. Zhao;Yue Lü ;China;;Concorso internazionale;Pardo d’oro;
1998;;;RAGHS-E-KHAK;Dance of Dust;Abolfazi Jalili;Iran;;Concorso internazionale;Pardo d'argento Nouveau Cinéma;
1998;;;BESHKEMPIR;The Adoptif Son;Aktan Abdikalikov;Kyrgyzstan;France;Concorso internazionale;Pardo d'argento Jeune Cinéma;
1998;;Rossy De Palma;HORS JEU;Foul Play;Karim Dridi;France;;Concorso internazionale;Pardo di bronzo;
1998;;Adam Bousdoukos, Aleksander Jovanovic and Mehmet Kurtulus;KURZ UND SCHMERZLOS;Short Sharp Shock;Fatih Akin;Germany;;Concorso internazionale;Pardo di bronzo;
1998;;;VREMYA TANTSORA;Time of the Dancer;Vadim Abdrashitov;Russia;;Concorso internazionale;Special Jury Prize;
1997;;;AYNEH;The Mirror;Jafar Panahi;Iran;;Concorso internazionale;Pardo d’oro;
1997;;;GADJO DILO ;;Tony Gatlif;France;;Concorso internazionale;Pardo d'argento Nouveau Cinéma;
1997;;;FOOLS;;Ramadan Suleman;South Africa;France;Concorso internazionale;Pardo d'argento Jeune Cinéma;
1997;;Valerio Mastandrea;TUTTI GIÙ PER TERRA ;;Davide Ferrario;Italy;;Concorso internazionale;Pardo di bronzo;
1997;;Rona Hartner ;GADJO DILO ;;Tony Gatlif;France;;Concorso internazionale;Pardo di bronzo;
1997;;;XIANGGANG ZHIZAO;Made in Hongkong;Fruit CHAN;Hong Kong;;Concorso internazionale;Special Jury Prize;
1997;;;THE BIBLE AND GUN CLUB;;Daniel J. Harris;USA;;Concorso internazionale;Special Jury Prize;
1996;;;NÉNETTE ET BONI ;;Claire Denis ;France;;Concorso internazionale;Pardo d’oro;
1996;;;FLOATING LIFE;;Clara Law ;Australia;;Concorso internazionale;Pardo d'argento;
1996;;;MARIAN di Petr Vàclav;;Petr Vàclav;Czech Republic;France;Concorso internazionale;Pardo d'argento;
1996;;Valeria Bruni-Tedeschi;NÉNETTE ET BONI ;;Claire Denis ;France;;Concorso internazionale;Pardo di bronzo;
1996;;Grégoire Colin ;NÉNETTE ET BONI ;;Claire Denis ;France;;Concorso internazionale;Pardo di bronzo;
1996;;;AFARIT EL-ASPHALT;;Oussama Fawz;Egypt;;Concorso internazionale;Special Jury Prize Swissair/Crossair;
1996;;;NUN VA GULDUN;A Moment of Innocence;Mohsen Makhmalbaf;Iran;;Concorso internazionale;Special mention;
1995;;;RAÏ ;;Thomas Gilou ;France;;Compétition;Pardo d’oro;
1995;;;PANTHER;;Mario Van Peebles;USA;;Compétition;Pardo d'argento;
1995;;;RUSARIYE ABI;The Blue-Veiled ;Rakhshan Bani-Etemad;Iran;;Compétition;Pardo di bronzo;
1995;;Johanna Ter Steege;TOT ZIENS ;;Heddy Honigmann;Netherlands;;Compétition;Pardo di bronzo – Special Prize;
1995;;Samy Naceri;RAÏ ;;Thomas Gilou ;France;;Compétition;Pardo di bronzo – Special Prize;
1995;;;GUIMBA - UN TYRAN, UNE ÉPOQUE;;Cheik Oumar Sissoko;Mali;;Compétition;Special Jury Prize Swissair/Crossair;
1995;;;THE INSTITUTE BENJAMENTA OR THIS DREAM PEOPLE CALL HUMAN LIFE;;Quay Brothers;United Kingdom;;Compétition;Special mention;
1994;;;KHOMREH;;Ebrahim Foruzesh;Iran;;Compétition;Pardo d’oro;
1994;;;ABADANI-HA;;Kiyanush Ayyari ;Iran;;Compétition;Pardo d'argento;
1994;;;"	ROSINE";;Christine Carrière ;France;;Compétition;Pardo di bronzo;
1994;;Maaike Jansen, Bernadette Lafont, Michèle Laroque, Lio, Bulle Ogier;PERSONNE NE M'AIME ;;Marion Vernoux;France;;Compétition;Pardo di bronzo – Special Prize;
1994;;;ERMO;;Zhan Xiaowen ;China;;Compétition;Special Jury Prize Swissair/Crossair;
1994;;Antoine Roch;EMMÈNE-MOI;;Michel Spinosa;France;;Compétition;Special mention;
1993;;;AZGHYIN USHTYKZYN’AZABY;The Place on the Grey Triangle Hat;Ermek Shinarbaev;Kazakistan;;Compétition;Pardo d’oro;
1993;;;"	ZGHWARDZE";On the Borderline;Dito Tsintsadze;Georgia;;Compétition;Pardo d'argento;
1993;;;"	TRAVOLTA ET MOI";;Patricia Mazuy ;France;;Compétition;Pardo di bronzo;
1993;;Valeria Bruni-Tedeschi;LES GENS NORMAUX N’ONT RIEN D’EXCEPTIONNEL;;Laurence Ferreira-Barbosa;France;;Compétition;Pardo di bronzo – Special Prize;
1993;;André Eisermann;KASPAR HAUSER – VERBRECHEN AM SEELENLEBEN EINES MENSCHEN ;;Peter Sehr;Germany;;Compétition;Pardo di bronzo – Special Prize;
1993;;;"	HARTVERSCHEUREND";;Mijke De Jong;Netherlands;;Compétition;Special Jury Prize Swissair/Crossair;
1993;;;"	BEIJIN ZAZHONG ";;Zhang Yuan;China;;Compétition;Special mention;
1992;;;"	QIUYUE";;Clara Law ;Hong Kong;;Compétition;Pardo d’oro;
1992;;;"	KAIRAT ";;Darezhan Omirbaev;Kazakistan;;Compétition;Pardo d'argento;
1992;;;"	DIE TERRORISTEN";;Philip Gröning;Germany;;Compétition;Pardo di bronzo;
